"Gene","Location","Probe","MedianBvalTumor","MedianBvalNormal","Corr","GTMT","GTMB","GTMut","GTCG","GTCD","GBMT","GBMB","GBMut","GBCG","GBCD","MTMut","MTCG","MTCD","MBMut","MBCG","MBCD","MutCG","MutCD","GTMTnSig","GTMBnSig","GBMTnSig","GBMBnSig"
"MYH8,MYHAS,RP11-799N11.1","NA","cg20164479","0.4831","0.8283","-0.27664655915389","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"GABRA4,GABRB1","NA","cg09812070","0.3576","0.0682","0.0625339687310002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"GABRA4,GABRB1","NA","cg16976370","0.1125","0.021","-0.209191551471026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ALDOA","GeneBody","cg09283223","0.7385","0.714","0.0684907743992071","6","28","0","27","1","23","10","3","10","42","3","22","25","1","15","8","3","4","0","2","0","1"
"ALDOA","GeneBody","cg04416734","0.4217","0.2491","0.0270779281625079","8","30","0","27","1","24","8","3","10","42","4","25","30","0","17","5","3","4","0","2","2","0"
"SAMD4A","GeneBody","cg18265575","0.5576","0.7301","-0.160570570888485","25","9","0","16","14","8","34","1","15","37","0","13","14","3","13","24","1","2","1","2","1","0"
"SAMD4A","GeneBody","cg07921759","0.4306","0.607","0.115065724484268","25","10","0","16","14","11","25","1","15","37","2","12","28","2","12","15","1","2","3","1","0","2"
"SAMD4A","GeneBody","cg23691492","0.5338","0.817","0.118707668770292","31","3","0","16","14","1","39","1","15","37","0","15","19","2","13","22","1","2","3","0","0","2"
"SAMD4A","GeneBody","cg20074307","0.597","0.8215","0.0486822085835855","32","8","0","16","14","6","34","1","15","37","2","14","25","1","14","19","1","2","0","1","1","3"
"NOS2,RP1-66C13.4","NA","cg07150830","0.6346","0.8431","0.665374280554355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NOS2,RP1-66C13.4","NA","cg07704981","0.5388","0.8404","0.621992738790393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"UBE2E2","GeneBody","cg04580068","0.8707","0.9483","0.335882381977554","36","2","0","27","14","6","31","0","33","7","0","21","12","1","45","8","1","0","0","0","1","1"
"UBE2E2","GeneBody","cg20222519","0.4567","0.3654","-0.0937311792286909","2","44","0","27","14","30","10","0","33","7","1","31","13","0","25","15","1","0","0","3","1","0"
"UBE2E2","GeneBody","cg15785147","0.7332","0.9029","-0.00703738540831887","38","0","0","27","14","5","37","0","33","7","0","24","16","0","42","10","1","0","0","0","0","2"
"UBE2E2","GeneBody","cg27289137","0.4958","0.646","-0.153595954169656","46","2","0","27","14","3","40","0","33","7","0","25","19","0","39","8","1","0","0","3","0","0"
"RP11-434E6.2","AfterGene","cg00253379","0.3747","0.2333","0.065990465595852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP11-434E6.2","AfterGene","cg02469838","0.3423","0.1386","0.0364302126793459","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CTD-2535L24.2","GeneBody","cg26131026","0.5576","0.422","0.17154136841534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BARHL2","AfterGene","cg13939859","0.3925","0.0436","0.202006776889565","11","10","1","14","5","0","0","0","0","0","0","23","13","2","13","12","1","1","1","0","0","0"
"BARHL2","GeneBody","cg01921432","0.5937","0.1638","-0.234617475290579","11","10","1","14","5","0","0","0","0","0","1","15","10","0","12","15","1","1","1","0","0","0"
"BARHL2","GeneBody","cg18322569","0.7806","0.1651","0.0689424620841523","13","12","1","14","5","0","0","0","0","0","1","13","9","0","11","14","1","1","1","0","0","0"
"BARHL2","AfterGene","cg25026529","0.5548","0.0588","-0.121550391090237","13","10","1","14","5","0","0","0","0","0","1","17","11","0","11","18","1","1","1","0","0","0"
"BARHL2","GeneBody","cg26332310","0.5684","0.1757","0.217696220300382","14","10","1","14","5","0","0","0","0","0","1","13","14","0","14","13","1","1","1","0","0","0"
"EYA4","GeneBody","cg04548096","0.4719","0.7136","0.115748661614706","32","6","1","10","30","6","38","3","10","28","1","10","36","3","14","26","4","1","0","2","2","1"
"EYA4","GeneBody","cg05062333","0.4058","0.0952","0.26695914978428","8","30","1","10","30","29","11","3","10","28","5","13","34","1","6","34","4","1","0","1","2","0"
"EYA4","GeneBody","cg20286200","0.4434","0.0673","0.435909097265477","7","27","1","10","30","23","11","3","10","28","4","10","36","1","6","34","4","1","1","0","1","1"
"EYA4","GeneBody","cg11942956","0.5069","0.1269","0.128451374363306","5","28","1","10","30","36","11","3","10","28","4","15","30","1","8","32","4","1","0","2","2","1"
"EYA4","GeneBody","cg06132028","0.444","0.0676","0.286744341736434","5","31","1","10","30","32","11","3","10","28","4","17","29","1","7","33","4","1","0","1","2","0"
"EYA4","GeneBody","cg10105884","0.5057","0.6661","0.000210818543487108","27","0","1","10","30","9","40","3","10","28","0","7","38","4","13","22","4","1","2","0","1","1"
"EYA4","GeneBody","cg11664500","0.4833","0.0465","0.150186264264373","7","30","1","10","30","32","12","3","10","28","4","13","32","1","7","34","4","1","1","2","1","1"
"EYA4","GeneBody","cg20787173","0.5661","0.1419","0.149142762113435","6","30","1","10","30","36","12","3","10","28","4","15","29","1","7","33","4","1","0","1","2","1"
"EYA4","GeneBody","cg20330472","0.2759","0.071","0.302251365752621","11","33","1","10","30","25","12","3","10","28","4","14","32","1","8","36","4","1","1","1","1","1"
"EYA4","GeneBody","cg11518846","0.2404","0.0373","0.115019975588626","8","30","1","10","30","26","12","3","10","28","5","12","31","1","6","31","4","1","1","2","1","2"
"EYA4","GeneBody","cg08712932","0.4426","0.0425","0.337522559376666","6","32","1","10","30","35","12","3","10","28","3","16","32","1","8","35","4","1","0","1","2","0"
"EYA4","GeneBody","cg21607030","0.3204","0.0645","0.110092455671274","7","30","1","10","30","26","15","3","10","28","5","13","31","1","5","29","4","1","0","0","2","0"
"EYA4","GeneBody","cg01162672","0.4051","0.1321","0.213757013987979","6","30","1","10","30","31","11","3","10","28","5","16","33","1","6","34","4","1","0","0","2","0"
"EYA4","Promoter","cg01957732","0.5019","0.3323","0.16024344899345","9","22","1","10","30","23","20","3","10","28","4","12","34","0","8","27","4","1","1","0","1","2"
"EYA4","GeneBody","cg02446647","0.5485","0.1723","0.176587263643367","5","34","1","10","30","36","7","3","10","28","3","14","29","1","6","35","4","1","0","1","2","0"
"EYA4","Promoter","cg15729404","0.3882","0.4467","0.308063191886121","16","16","1","10","30","11","27","3","10","28","1","11","39","0","12","25","4","1","0","0","1","2"
"EYA4","GeneBody","cg20980055","0.3215","0.0291","0.214498945473946","7","32","1","10","30","31","12","3","10","28","6","15","30","1","6","33","4","1","1","1","1","1"
"EYA4","Promoter","cg24842760","0.6547","0.4823","0.0986743340828739","10","24","1","10","30","24","16","3","10","28","4","10","37","1","10","33","4","1","1","0","1","1"
"EYA4","GeneBody","cg14270292","0.4595","0.0517","0.182567845925176","7","31","1","10","30","32","12","3","10","28","5","16","33","1","7","33","4","1","0","1","2","0"
"EYA4","GeneBody","cg14287112","0.4679","0.0385","0.109717552451994","6","30","1","10","30","33","12","3","10","28","4","15","31","1","6","35","4","1","0","2","2","2"
"EYA4","GeneBody","cg14343214","0.1879","0.0402","0.268167907688236","10","27","1","10","30","20","10","3","10","28","4","11","38","1","10","31","4","1","0","1","2","1"
"EYA4","GeneBody","cg26449787","0.3779","0.0885","0.286570418575702","7","32","1","10","30","26","7","3","10","28","3","9","33","1","6","34","4","1","0","2","2","0"
"EYA4","GeneBody","cg05085230","0.4222","0.0355","0.272058077068132","5","30","1","10","30","32","13","3","10","28","3","15","33","1","7","34","4","1","0","1","2","0"
"EYA4","GeneBody","cg08917489","0.2094","0.2565","0.363026837334911","13","19","1","10","30","17","27","3","10","28","2","11","33","1","10","32","4","1","2","0","1","1"
"EYA4","GeneBody","cg22871668","0.4344","0.0303","0.161771102571669","7","31","1","10","30","33","12","3","10","28","4","15","31","1","6","34","4","1","1","2","1","0"
"EYA4","GeneBody","cg15246805","0.4589","0.8521","-0.473862625741859","34","3","1","10","30","7","44","3","10","28","1","2","41","2","14","24","4","1","3","1","1","2"
"EYA4","GeneBody","cg18714224","0.5523","0.4336","0.218903716652241","10","26","1","10","30","29","18","3","10","28","2","10","31","3","10","30","4","1","2","0","2","1"
"DLC1","AfterGene","cg12512013","0.3989","0.53","0.0799695071362674","21","7","1","12","41","8","24","1","9","56","3","8","41","4","11","48","2","9","0","1","1","0"
"DLC1","GeneBody","cg17678139","0.5723","0.8214","-0.153931834378152","38","2","1","12","41","3","40","1","9","56","0","1","54","2","14","40","2","9","1","0","1","3"
"DLC1","AfterGene","cg22732636","0.335866666667","0.5415","-0.155616236987653","15","6","1","12","41","11","26","1","9","56","3","5","40","5","8","51","2","9","0","1","1","0"
"DLC1","GeneBody","cg18238570","0.7889","0.922","0.0440463303088569","22","2","1","12","41","7","42","1","9","56","3","7","37","1","9","50","2","9","1","1","1","2"
"DLC1","GeneBody","cg26360930","0.6593","0.825","0.127732651761041","23","1","1","12","41","3","37","1","9","56","2","5","47","2","11","47","2","9","0","1","1","2"
"DLC1","GeneBody","cg26148020","0.5828","0.6706","0.0659996041727755","29","4","1","12","41","5","28","1","9","56","1","2","56","1","17","34","2","9","1","1","0","1"
"DLC1","AfterGene","cg08768218","0.4222","0.4889","0.212288217061573","14","7","1","12","41","11","31","1","9","56","1","9","38","3","11","48","2","9","1","1","1","0"
"RP1-167O22.1","GeneBody","cg04543516","0.511","0.8871","0.158553125240976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RPL39L","GeneBody","cg13432744","0.2632","0.0409","0.215748323480247","2","43","0","52","0","30","2","0","39","3","0","56","3","0","36","1","0","0","2","0","2","0"
"RPL39L","GeneBody","cg24524308","0.1451","0.0302","0.247124906766384","1","40","0","52","0","30","4","0","39","3","0","50","2","0","42","0","0","0","2","0","2","1"
"RPL39L","GeneBody","cg07441272","0.4868","0.0419","0.220141388335897","0","52","0","52","0","44","0","0","39","3","0","51","3","0","40","1","0","0","1","1","2","0"
"RPL39L","GeneBody","cg06190677","0.2229","0.0197","0.195598984805693","1","49","0","52","0","36","1","0","39","3","0","56","2","0","41","0","0","0","2","0","0","3"
"RPL39L","GeneBody","cg07681728","0.2807","0.0227","0.115412864897281","1","48","0","52","0","34","1","0","39","3","0","55","2","0","41","1","0","0","2","0","2","0"
"CPNE7","GeneBody","cg10225951","0.4271","0.8131","0.28578105147041","34","10","1","18","28","7","28","2","19","23","1","13","27","2","20","13","2","0","1","0","0","2"
"CPNE7","GeneBody","cg09369124","0.4794","0.8768","0.160207349038004","42","8","1","18","28","3","31","2","19","23","1","13","35","3","21","14","2","0","3","1","0","0"
"CPNE7","GeneBody","cg10100556","0.6026","0.9402","0.3402634867203","46","6","1","18","28","1","34","2","19","23","1","12","28","3","21","15","2","0","2","1","0","1"
"CCDC110","GeneBody","cg22153696","0.6492","0.9332","0.173757195131923","38","1","0","12","28","2","40","2","8","28","1","4","41","3","10","26","2","2","0","0","0","2"
"RTEL1-TNFRSF6B,RTEL1","NA","cg17534029","0.2529","0.4197","0.527502076791751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RTEL1-TNFRSF6B,RTEL1","NA","cg12600109","0.7238","0.9376","0.529574239726905","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RTEL1-TNFRSF6B,RTEL1","NA","cg11012153","0.5188","0.6125","0.359626863336088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RTEL1-TNFRSF6B,RTEL1","NA","cg10615591","0.3302","0.4623","0.512530135479473","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IGHG1,IGHG3","NA","cg07935669","0.3807","0.8435","0.198065684225999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IGHG1,IGHG3","NA","cg26328924","0.3731","0.7572","0.115590198583694","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IGHG1,IGHG3","NA","cg27110177","0.5731","0.9442","-0.220061463365919","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1orf168","AfterGene","cg22864672","0.608","0.8935","-0.0950851310273507","15","25","2","15","9","0","0","0","0","0","2","16","11","0","12","11","4","0","0","1","3","0"
"C1orf168","AfterGene","cg16347256","0.4863","0.8185","0.137081887011084","8","29","2","15","9","0","0","0","0","0","2","13","8","0","11","13","4","0","0","1","3","0"
"RP11-273B19.2","GeneBody","cg15947910","0.4062","0.6221","0.792090633175882","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NR2F1-AS1","GeneBody","cg05977002","0.545","0.4053","-0.120150660931654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NR2F1-AS1","GeneBody","cg14693804","0.6715","0.8221","0.207067374350732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NR2F1-AS1","GeneBody","cg04541368","0.6387","0.5802","0.422967502832493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NR2F1-AS1","GeneBody","cg06668065","0.5606","0.5258","0.21274267313663","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NR2F1-AS1","GeneBody","cg27096298","0.51","0.6222","-0.0986036757642591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"VAT1L,RP11-264M12.4","NA","cg16587832","0.409","0.9025","0.0456662401689088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SLC27A1,CTD-3131K8.2","NA","cg02707854","0.2688","0.5433","-0.109847362874325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FOXB1","GeneBody","cg07060006","0.3027","0.0402","-0.0244913069915456","5","22","0","12","26","0","0","0","0","0","0","9","30","0","4","29","0","0","1","1","0","0"
"FOXB1","GeneBody","cg09885735","0.4156","0.1519","0.187326127991394","12","26","0","12","26","0","0","0","0","0","0","11","29","0","9","25","0","0","1","0","0","0"
"FOXB1","GeneBody","cg09567439","0.4308","0.1677","0.0602226961960297","12","18","0","12","26","0","0","0","0","0","0","9","29","0","5","28","0","0","1","0","0","0"
"FOXB1","BeforeGene","cg26517663","0.5315","0.1637","-0.113626385280672","13","17","0","12","26","0","0","0","0","0","0","11","16","0","5","31","0","0","1","0","0","0"
"FOXB1","GeneBody","cg03059131","0.419","0.053","0.0777483488159162","9","22","0","12","26","0","0","0","0","0","0","11","23","0","5","30","0","0","1","0","0","0"
"FOXB1","AfterGene","cg22538355","0.41","0.6062","0.116580876997262","36","6","0","12","26","0","0","0","0","0","0","2","39","0","11","18","0","0","1","1","0","0"
"ESD","GeneBody","cg00897799","0.7873","0.843","0.425968271690004","16","16","2","22","8","6","18","1","11","50","0","10","35","0","15","14","0","1","2","0","1","2"
"DOCK9","GeneBody","cg01205935","0.4053","0.6233","0.64656585371365","12","14","1","40","4","21","19","4","15","28","3","25","18","3","30","11","9","2","0","1","1","1"
"DOCK9","GeneBody","cg10811485","0.4459","0.3133","0.209893046919122","14","28","1","40","4","19","10","4","15","28","4","30","18","3","31","10","9","2","2","0","2","1"
"OR11L1","AfterGene","cg21542666","0.5779","0.8981","0.149751596460275","1","0","0","1","1","0","0","0","0","0","2","13","11","0","36","7","0","0","0","0","0","0"
"OR11L1","AfterGene","cg26832666","0.4586","0.8506","-0.112860715855845","2","0","0","1","1","0","0","0","0","0","0","24","7","0","32","6","0","0","0","0","0","0"
"OR11L1","AfterGene","cg11606050","0.7297","0.9261","-0.0190834357724182","1","0","0","1","1","0","0","0","0","0","0","26","5","0","37","5","0","0","0","0","0","0"
"MYO16","GeneBody","cg09236780","0.736","0.9596","0.161251453331345","20","11","8","31","15","12","22","1","18","22","4","28","9","4","36","17","8","3","1","2","1","1"
"MYO16","GeneBody","cg17856559","0.4086","0.7776","-0.173513133401068","45","3","8","31","15","2","31","1","18","22","9","25","16","3","30","14","8","3","0","1","1","1"
"MYO16","GeneBody","cg24425807","0.5938","0.8028","-0.304466076432778","21","15","8","31","15","10","23","1","18","22","6","24","12","4","32","21","8","3","0","1","2","1"
"MYO16","Promoter","cg22664450","0.5712","0.7718","0.0732613299780657","28","13","8","31","15","10","22","1","18","22","5","24","12","5","35","21","8","3","2","2","2","0"
"MYO16","GeneBody","cg27651090","0.3961","0.8296","-0.190377937825888","23","11","8","31","15","10","27","1","18","22","6","17","15","5","37","16","8","3","1","1","1","2"
"MYO16","GeneBody","cg20102045","0.6366","0.8689","0.0531872011480088","32","5","8","31","15","8","29","1","18","22","5","32","11","4","39","14","8","3","1","1","1","1"
"MYO16","GeneBody","cg10371643","0.4273","0.8335","0.115165837792406","24","13","8","31","15","9","26","1","18","22","7","15","13","4","37","14","8","3","1","2","2","0"
"ZBED9,RP5-1186N24.3","NA","cg06866163","0.2421","0.0654","0.374115881745143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZBED9,RP5-1186N24.3","NA","cg17115250","0.3542","0.2213","0.446504752811578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZBED9,RP5-1186N24.3","NA","cg03089717","0.3258","0.1135","0.486809560343342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZBED9,RP5-1186N24.3","NA","cg21800258","0.3608","0.1517","0.407644881110481","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZBED9,RP5-1186N24.3","NA","cg23490638","0.3241","0.1343","0.594389059346914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZBED9,RP5-1186N24.3","NA","cg10684686","0.3441","0.1252","0.285014968692543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZBED9,RP5-1186N24.3","NA","cg20657849","0.2782","0.0726","0.449213681877503","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZBED9,RP5-1186N24.3","NA","cg12934884","0.7597","0.3146","0.0873853045776506","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PROCA1","AfterGene","cg07585069","0.5192","0.1489","0.340577751129609","17","29","3","54","1","19","6","1","21","6","1","45","1","2","34","7","3","1","1","3","0","1"
"PROCA1","AfterGene","cg14676825","0.4899","0.0956","0.420648586700966","17","28","3","54","1","21","5","1","21","6","2","42","3","1","36","8","3","1","1","1","1","2"
"PROCA1","AfterGene","cg03049691","0.5633","0.323","0.297079682350351","19","30","3","54","1","19","9","1","21","6","2","39","3","2","33","8","3","1","1","0","0","3"
"PROCA1","GeneBody","cg24841318","0.3276","0.1226","0.447510110307723","13","30","3","54","1","21","9","1","21","6","2","43","4","2","36","7","3","1","1","1","0","2"
"PROCA1","GeneBody","cg26328589","0.4541","0.787","0.286173560019599","11","23","3","54","1","14","13","1","21","6","2","21","8","1","43","1","3","1","0","1","3","1"
"PROCA1","GeneBody","cg02685896","0.4313","0.1554","0.456752325118979","17","31","3","54","1","21","7","1","21","6","2","41","2","2","35","9","3","1","1","1","0","2"
"PROCA1","AfterGene","cg04578090","0.4929","0.4868","0.257788115618737","7","36","3","54","1","23","5","1","21","6","0","35","3","2","41","5","3","1","1","1","0","2"
"PROCA1","AfterGene","cg18448746","0.6543","0.347","0.367595945233501","20","29","3","54","1","16","7","1","21","6","2","39","2","2","33","9","3","1","1","2","0","2"
"RP11-313I2.5","NA","cg03049693","0.4786","0.8558","0.0591410903565355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RP11-313I2.5","NA","cg24919476","0.3908","0.6136","0.192788119902441","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CTC-525D6.2,VSTM2B,CTC-525D6.1","NA","cg01464835","0.2305","0.0574","0.0379002677695906","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CTC-525D6.2,VSTM2B,CTC-525D6.1","NA","cg02012703","0.1593","0.0708","0.0699632346151747","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CTC-525D6.2,VSTM2B,CTC-525D6.1","NA","cg18777119","0.0504","0.0362","0.178700625066662","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MAP2K6","GeneBody","cg17583957","0.3848","0.6253","0.0549486435735928","26","13","1","58","0","7","18","1","23","5","1","33","5","1","38","1","1","0","0","1","2","0"
"CUL9","Promoter","cg23271099","0.664","0.7569","0.269888932317813","19","23","2","29","8","15","15","1","14","32","2","26","15","1","22","21","7","2","1","0","2","0"
"TRMT44","GeneBody","cg19431768","0.918","0.9171","-0.0790723520931919","0","0","0","0","0","0","0","0","0","0","0","6","35","1","19","16","0","2","0","0","0","0"
"TRMT44","GeneBody","cg00558031","0.6357","0.8083","0.147785937460911","0","0","0","0","0","0","0","0","0","0","0","6","28","1","21","9","0","2","0","0","0","0"
"ZMIZ1","GeneBody","cg18737081","0.5903","0.6219","0.597697167812773","5","34","1","18","11","27","7","3","3","43","3","6","32","2","13","20","2","6","0","1","2","1"
"ZMIZ1","GeneBody","cg26654807","0.4312","0.099","0.604083996330342","19","17","1","18","11","17","22","3","3","43","2","12","37","1","9","20","2","6","1","0","1","1"
"ZMIZ1","GeneBody","cg14825905","0.5998","0.8397","0.235227469851807","1","38","1","18","11","34","4","3","3","43","3","6","28","1","10","21","2","6","2","1","0","1"
"ZMIZ1","GeneBody","cg23346408","0.4442","0.1488","0.425606400660118","25","14","1","18","11","13","21","3","3","43","3","10","37","1","9","20","2","6","1","1","1","2"
"ZMIZ1","GeneBody","cg20744163","0.5463","0.5846","0.632247575656006","5","32","1","18","11","27","8","3","3","43","3","6","31","2","14","22","2","6","0","1","2","1"
"ZMIZ1","GeneBody","cg17853216","0.5133","0.0501","0.610439295125247","23","16","1","18","11","15","18","3","3","43","3","10","36","1","8","23","2","6","1","1","1","0"
"ZNF75A,TIGD7","NA","cg03004280","0.0642","0.0701","0.500551168127292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF75A,TIGD7","NA","cg07949597","0.5663","0.2759","0.34707735458538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF75A,TIGD7","NA","cg05540369","0.0696","0.066","0.46730203722003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF75A,TIGD7","NA","cg16480692","0.064","0.051","0.454369855284688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SERPINA3","Promoter","cg06190732","0.47","0.497","-0.186494138396836","13","5","0","15","18","16","31","1","15","24","1","13","23","0","15","18","0","2","0","0","2","1"
"RNA5SP471","AfterGene","cg15981451","0.834","0.9766","0.160059223468237","0","0","0","0","0","0","0","0","0","0","0","25","7","0","48","8","0","0","0","0","0","0"
"KRTCAP2,RP11-201K10.3,TRIM46","NA","cg20302637","0.3969","0.6236","0.694758688618789","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"KRTCAP2,RP11-201K10.3,TRIM46","NA","cg15497761","0.7337","0.2749","-0.0124493843789838","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"STARD4-AS1,NREP","NA","cg05510339","0.5176","0.9025","-0.244688710755718","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"STARD4-AS1,NREP","NA","cg07882820","0.7186","0.9021","-0.0342130802094005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"STARD4-AS1,NREP","NA","cg01885839","0.8933","0.8906","-0.0939182518504956","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"STARD4-AS1,NREP","NA","cg08651538","0.5348","0.698","0.166856761775064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CACNA1E","BeforeGene","cg24033491","0.7995","0.9417","0.42089097310623","25","9","5","36","6","0","0","0","0","0","1","32","5","6","39","7","9","1","2","0","0","0"
"CACNA1E","Promoter","cg18533386","0.3094","0.0404","0.147060136005107","10","17","5","36","6","0","0","0","0","0","5","47","4","2","35","8","9","1","1","1","0","0"
"CACNA1E","GeneBody","cg02913918","0.5984","0.9238","0.325916204999248","22","10","5","36","6","0","0","0","0","0","2","22","6","8","44","6","9","1","1","1","0","0"
"CACNA1E","Promoter","cg04902729","0.4346","0.1156","0.040033057123796","14","15","5","36","6","0","0","0","0","0","2","41","6","3","22","6","9","1","2","0","0","0"
"CACNA1E","GeneBody","cg04858536","0.5856","0.905","-0.126714967330908","25","4","5","36","6","0","0","0","0","0","3","31","8","3","40","7","9","1","1","2","0","0"
"CACNA1E","Promoter","cg21963643","0.2448","0.0569","0.216104245808982","14","18","5","36","6","0","0","0","0","0","5","48","4","3","35","6","9","1","1","1","0","0"
"CACNA1E","GeneBody","cg03104467","0.7913","0.9249","0.15760487842358","26","4","5","36","6","0","0","0","0","0","1","33","3","7","46","4","9","1","0","1","0","0"
"CACNA1E","Promoter","cg02974928","0.4046","0.0639","0.100434947378191","11","16","5","36","6","0","0","0","0","0","4","47","3","3","33","6","9","1","1","0","0","0"
"CACNA1E","GeneBody","cg14528916","0.4966","0.8666","-0.158114228071543","27","8","5","36","6","0","0","0","0","0","2","31","8","8","44","3","9","1","1","1","0","0"
"CACNA1E","GeneBody","cg25370753","0.5475","0.9511","0.180321343033781","21","9","5","36","6","0","0","0","0","0","2","26","7","7","45","6","9","1","2","1","0","0"
"CACNA1E","GeneBody","cg17987176","0.4214","0.137","-0.138098297289628","10","14","5","36","6","0","0","0","0","0","1","41","6","1","19","7","9","1","2","1","0","0"
"CACNA1E","Promoter","cg13948585","0.3555","0.1443","0.203332291333512","16","20","5","36","6","0","0","0","0","0","5","50","5","3","31","7","9","1","1","0","0","0"
"CACNA1E","GeneBody","cg16898334","0.5021","0.9211","0.368141318060556","16","8","5","36","6","0","0","0","0","0","2","26","6","6","45","6","9","1","2","2","0","0"
"CACNA1E","GeneBody","cg26259818","0.3856","0.8438","-0.0534601427895252","31","6","5","36","6","0","0","0","0","0","1","30","5","5","41","4","9","1","1","1","0","0"
"SDK1","GeneBody","cg15934004","0.6302","0.8759","-0.0932966810261019","26","15","2","52","1","9","25","7","35","5","2","36","10","4","34","0","10","1","1","1","1","0"
"SDK1","GeneBody","cg08019384","0.7456","0.8548","-0.0968024980339015","22","13","2","52","1","10","29","7","35","5","2","26","11","5","42","2","10","1","1","1","0","2"
"SDK1","GeneBody","cg23357832","0.2505","0.3747","0.457495316286749","20","13","2","52","1","15","16","7","35","5","2","36","7","5","30","5","10","1","0","3","2","0"
"SDK1","GeneBody","cg01572891","0.375","0.1734","0.0295114231889834","42","1","2","52","1","1","44","7","35","5","7","44","4","3","35","6","10","1","2","2","1","0"
